ticket_date,flight_date,remain_day,valid_price,ticket_year,ticket_month,ticket_day,ticket_weekday,flight_year,flight_month,flight_day,flight_weekday,remain_day_interval
2017-07-21,2017-08-09,19,920,2017,7,21,5,2017,8,9,3,2
2017-07-21,2017-09-13,54,920,2017,7,21,5,2017,9,13,3,6
2017-07-21,2017-09-14,55,920,2017,7,21,5,2017,9,14,4,6
2017-07-21,2017-09-05,46,530,2017,7,21,5,2017,9,5,2,5
2017-07-21,2017-09-09,50,530,2017,7,21,5,2017,9,9,6,5
2017-07-21,2017-09-11,52,530,2017,7,21,5,2017,9,11,1,6
2017-07-21,2017-09-12,53,530,2017,7,21,5,2017,9,12,2,6
2017-07-21,2017-09-16,57,530,2017,7,21,5,2017,9,16,6,6
2017-07-21,2017-09-18,59,530,2017,7,21,5,2017,9,18,1,6
2017-07-21,2017-07-24,3,1040,2017,7,21,5,2017,7,24,1,1
2017-07-21,2017-08-03,13,790,2017,7,21,5,2017,8,3,4,2
2017-07-21,2017-08-10,20,790,2017,7,21,5,2017,8,10,4,2
2017-07-21,2017-09-06,47,790,2017,7,21,5,2017,9,6,3,5
2017-07-21,2017-09-07,48,790,2017,7,21,5,2017,9,7,4,5
2017-07-21,2017-08-08,18,670,2017,7,21,5,2017,8,8,2,2
2017-07-21,2017-08-19,29,670,2017,7,21,5,2017,8,19,6,3
2017-07-21,2017-08-20,30,670,2017,7,21,5,2017,8,20,7,3
2017-07-21,2017-08-27,37,670,2017,7,21,5,2017,8,27,7,4
2017-07-21,2017-09-10,51,670,2017,7,21,5,2017,9,10,7,6
2017-07-21,2017-09-17,58,670,2017,7,21,5,2017,9,17,7,6
2017-07-21,2017-09-19,60,670,2017,7,21,5,2017,9,19,2,6
2017-07-21,2017-08-18,28,1240,2017,7,21,5,2017,8,18,5,3
2017-07-21,2017-09-08,49,1240,2017,7,21,5,2017,9,8,5,5
2017-07-21,2017-09-15,56,1240,2017,7,21,5,2017,9,15,5,6
2017-07-22,2017-09-13,53,860,2017,7,22,6,2017,9,13,3,6
2017-07-22,2017-09-14,54,860,2017,7,22,6,2017,9,14,4,6
2017-07-22,2017-09-20,60,860,2017,7,22,6,2017,9,20,3,6
2017-07-22,2017-08-16,25,880,2017,7,22,6,2017,8,16,3,3
2017-07-22,2017-09-09,49,490,2017,7,22,6,2017,9,9,6,5
2017-07-22,2017-09-11,51,490,2017,7,22,6,2017,9,11,1,6
2017-07-22,2017-09-12,52,490,2017,7,22,6,2017,9,12,2,6
2017-07-22,2017-09-16,56,490,2017,7,22,6,2017,9,16,6,6
2017-07-22,2017-09-18,58,490,2017,7,22,6,2017,9,18,1,6
2017-07-22,2017-08-05,14,520,2017,7,22,6,2017,8,5,6,2
2017-07-22,2017-07-23,1,1030,2017,7,22,6,2017,7,23,7,1
2017-07-22,2017-08-31,40,730,2017,7,22,6,2017,8,31,4,4
2017-07-22,2017-09-06,46,730,2017,7,22,6,2017,9,6,3,5
2017-07-22,2017-09-07,47,730,2017,7,22,6,2017,9,7,4,5
2017-07-22,2017-08-03,12,780,2017,7,22,6,2017,8,3,4,2
2017-07-22,2017-08-22,31,620,2017,7,22,6,2017,8,22,2,4
2017-07-22,2017-08-27,36,620,2017,7,22,6,2017,8,27,7,4
2017-07-22,2017-09-10,50,620,2017,7,22,6,2017,9,10,7,5
2017-07-22,2017-09-17,57,620,2017,7,22,6,2017,9,17,7,6
2017-07-22,2017-09-19,59,620,2017,7,22,6,2017,9,19,2,6
2017-07-22,2017-08-13,22,640,2017,7,22,6,2017,8,13,7,3
2017-07-22,2017-08-19,28,640,2017,7,22,6,2017,8,19,6,3
2017-07-22,2017-08-01,10,660,2017,7,22,6,2017,8,1,2,1
2017-07-22,2017-08-25,34,1230,2017,7,22,6,2017,8,25,5,4
2017-07-22,2017-09-08,48,1230,2017,7,22,6,2017,9,8,5,5
2017-07-22,2017-09-15,55,1230,2017,7,22,6,2017,9,15,5,6
2017-07-23,2017-09-20,59,860,2017,7,23,7,2017,9,20,3,6
2017-07-23,2017-09-21,60,860,2017,7,23,7,2017,9,21,4,6
2017-07-23,2017-08-09,17,880,2017,7,23,7,2017,8,9,3,2
2017-07-23,2017-08-28,36,490,2017,7,23,7,2017,8,28,1,4
2017-07-23,2017-09-09,48,490,2017,7,23,7,2017,9,9,6,5
2017-07-23,2017-09-12,51,490,2017,7,23,7,2017,9,12,2,6
2017-07-23,2017-08-12,20,510,2017,7,23,7,2017,8,12,6,2
2017-07-23,2017-08-05,13,520,2017,7,23,7,2017,8,5,6,2
2017-07-23,2017-07-26,3,1030,2017,7,23,7,2017,7,26,3,1
2017-07-23,2017-08-30,38,730,2017,7,23,7,2017,8,30,3,4
2017-07-23,2017-09-07,46,730,2017,7,23,7,2017,9,7,4,5
2017-07-23,2017-08-03,11,780,2017,7,23,7,2017,8,3,4,2
2017-07-23,2017-09-10,49,620,2017,7,23,7,2017,9,10,7,5
2017-07-23,2017-09-19,58,620,2017,7,23,7,2017,9,19,2,6
2017-07-23,2017-08-13,21,640,2017,7,23,7,2017,8,13,7,3
2017-07-23,2017-08-06,14,660,2017,7,23,7,2017,8,6,7,2
2017-07-23,2017-08-04,12,1230,2017,7,23,7,2017,8,4,5,2
2017-07-23,2017-08-18,26,1230,2017,7,23,7,2017,8,18,5,3
2017-07-23,2017-09-08,47,1230,2017,7,23,7,2017,9,8,5,5
2017-07-25,2017-09-13,50,860,2017,7,25,2,2017,9,13,3,5
2017-07-25,2017-09-14,51,860,2017,7,25,2,2017,9,14,4,6
2017-07-25,2017-09-20,57,860,2017,7,25,2,2017,9,20,3,6
2017-07-25,2017-09-21,58,860,2017,7,25,2,2017,9,21,4,6
2017-07-25,2017-08-09,15,880,2017,7,25,2,2017,8,9,3,2
2017-07-25,2017-08-10,16,880,2017,7,25,2,2017,8,10,4,2
2017-07-25,2017-08-26,32,490,2017,7,25,2,2017,8,26,6,4
2017-07-25,2017-09-09,46,490,2017,7,25,2,2017,9,9,6,5
2017-07-25,2017-09-11,48,490,2017,7,25,2,2017,9,11,1,5
2017-07-25,2017-09-12,49,490,2017,7,25,2,2017,9,12,2,5
2017-07-25,2017-09-16,53,490,2017,7,25,2,2017,9,16,6,6
2017-07-25,2017-09-18,55,490,2017,7,25,2,2017,9,18,1,6
2017-07-25,2017-09-23,60,490,2017,7,25,2,2017,9,23,6,6
2017-07-25,2017-08-12,18,510,2017,7,25,2,2017,8,12,6,2
2017-07-25,2017-07-26,1,1030,2017,7,25,2,2017,7,26,3,1
2017-07-25,2017-08-24,30,730,2017,7,25,2,2017,8,24,4,3
2017-07-25,2017-08-23,29,760,2017,7,25,2,2017,8,23,3,3
2017-07-25,2017-07-30,5,780,2017,7,25,2,2017,7,30,7,1
2017-07-25,2017-08-27,33,620,2017,7,25,2,2017,8,27,7,4
2017-07-25,2017-09-10,47,620,2017,7,25,2,2017,9,10,7,5
2017-07-25,2017-09-17,54,620,2017,7,25,2,2017,9,17,7,6
2017-07-25,2017-09-19,56,620,2017,7,25,2,2017,9,19,2,6
2017-07-25,2017-08-14,20,640,2017,7,25,2,2017,8,14,1,2
2017-07-25,2017-08-20,26,640,2017,7,25,2,2017,8,20,7,3
2017-07-25,2017-08-01,7,660,2017,7,25,2,2017,8,1,2,1
2017-07-25,2017-08-07,13,660,2017,7,25,2,2017,8,7,1,2
2017-07-25,2017-08-04,10,1230,2017,7,25,2,2017,8,4,5,1
2017-07-25,2017-09-15,52,1230,2017,7,25,2,2017,9,15,5,6
2017-07-25,2017-09-22,59,1230,2017,7,25,2,2017,9,22,5,6
2017-07-26,2017-08-05,10,470,2017,7,26,3,2017,8,5,6,1
2017-07-26,2017-09-13,49,860,2017,7,26,3,2017,9,13,3,5
2017-07-26,2017-09-14,50,860,2017,7,26,3,2017,9,14,4,5
2017-07-26,2017-09-20,56,860,2017,7,26,3,2017,9,20,3,6
2017-07-26,2017-09-21,57,860,2017,7,26,3,2017,9,21,4,6
2017-07-26,2017-08-26,31,490,2017,7,26,3,2017,8,26,6,4
2017-07-26,2017-08-28,33,490,2017,7,26,3,2017,8,28,1,4
2017-07-26,2017-09-11,47,490,2017,7,26,3,2017,9,11,1,5
2017-07-26,2017-09-16,52,490,2017,7,26,3,2017,9,16,6,6
2017-07-26,2017-09-18,54,490,2017,7,26,3,2017,9,18,1,6
2017-07-26,2017-09-23,59,490,2017,7,26,3,2017,9,23,6,6
2017-07-26,2017-07-29,3,990,2017,7,26,3,2017,7,29,6,1
2017-07-26,2017-08-23,28,760,2017,7,26,3,2017,8,23,3,3
2017-07-26,2017-09-10,46,620,2017,7,26,3,2017,9,10,7,5
2017-07-26,2017-09-12,48,620,2017,7,26,3,2017,9,12,2,5
2017-07-26,2017-09-17,53,620,2017,7,26,3,2017,9,17,7,6
2017-07-26,2017-09-19,55,620,2017,7,26,3,2017,9,19,2,6
2017-07-26,2017-09-24,60,620,2017,7,26,3,2017,9,24,7,6
2017-07-26,2017-08-12,17,640,2017,7,26,3,2017,8,12,6,2
2017-07-26,2017-08-20,25,640,2017,7,26,3,2017,8,20,7,3
2017-07-26,2017-08-22,27,640,2017,7,26,3,2017,8,22,2,3
2017-07-26,2017-08-01,6,660,2017,7,26,3,2017,8,1,2,1
2017-07-26,2017-08-08,13,660,2017,7,26,3,2017,8,8,2,2
2017-07-26,2017-07-28,2,1230,2017,7,26,3,2017,7,28,5,1
2017-07-26,2017-08-04,9,1230,2017,7,26,3,2017,8,4,5,1
2017-07-26,2017-08-11,16,1230,2017,7,26,3,2017,8,11,5,2
2017-07-26,2017-09-15,51,1230,2017,7,26,3,2017,9,15,5,6
2017-07-26,2017-09-22,58,1230,2017,7,26,3,2017,9,22,5,6
2017-07-27,2017-09-13,48,860,2017,7,27,4,2017,9,13,3,5
2017-07-27,2017-09-14,49,860,2017,7,27,4,2017,9,14,4,5
2017-07-27,2017-09-20,55,860,2017,7,27,4,2017,9,20,3,6
2017-07-27,2017-09-21,56,860,2017,7,27,4,2017,9,21,4,6
2017-07-27,2017-08-28,32,490,2017,7,27,4,2017,8,28,1,4
2017-07-27,2017-09-04,39,490,2017,7,27,4,2017,9,4,1,4
2017-07-27,2017-09-11,46,490,2017,7,27,4,2017,9,11,1,5
2017-07-27,2017-09-16,51,490,2017,7,27,4,2017,9,16,6,6
2017-07-27,2017-09-18,53,490,2017,7,27,4,2017,9,18,1,6
2017-07-27,2017-09-23,58,490,2017,7,27,4,2017,9,23,6,6
2017-07-27,2017-09-25,60,490,2017,7,27,4,2017,9,25,1,6
2017-07-27,2017-08-23,27,760,2017,7,27,4,2017,8,23,3,3
2017-07-27,2017-08-24,28,760,2017,7,27,4,2017,8,24,4,3
2017-07-27,2017-09-12,47,620,2017,7,27,4,2017,9,12,2,5
2017-07-27,2017-09-17,52,620,2017,7,27,4,2017,9,17,7,6
2017-07-27,2017-09-19,54,620,2017,7,27,4,2017,9,19,2,6
2017-07-27,2017-09-24,59,620,2017,7,27,4,2017,9,24,7,6
2017-07-27,2017-07-28,1,1230,2017,7,27,4,2017,7,28,5,1
2017-07-27,2017-08-25,29,1230,2017,7,27,4,2017,8,25,5,3
2017-07-27,2017-09-15,50,1230,2017,7,27,4,2017,9,15,5,5
2017-07-27,2017-09-22,57,1230,2017,7,27,4,2017,9,22,5,6
2017-07-28,2017-08-05,8,470,2017,7,28,5,2017,8,5,6,1
2017-07-28,2017-09-13,47,940,2017,7,28,5,2017,9,13,3,5
2017-07-28,2017-09-14,48,940,2017,7,28,5,2017,9,14,4,5
2017-07-28,2017-09-20,54,940,2017,7,28,5,2017,9,20,3,6
2017-07-28,2017-09-21,55,940,2017,7,28,5,2017,9,21,4,6
2017-07-28,2017-09-16,50,560,2017,7,28,5,2017,9,16,6,5
2017-07-28,2017-09-18,52,560,2017,7,28,5,2017,9,18,1,6
2017-07-28,2017-09-23,57,560,2017,7,28,5,2017,9,23,6,6
2017-07-28,2017-09-25,59,560,2017,7,28,5,2017,9,25,1,6
2017-07-28,2017-08-01,4,820,2017,7,28,5,2017,8,1,2,1
2017-07-28,2017-08-03,6,820,2017,7,28,5,2017,8,3,4,1
2017-07-28,2017-09-06,40,820,2017,7,28,5,2017,9,6,3,4
2017-07-28,2017-09-26,60,820,2017,7,28,5,2017,9,26,2,6
2017-07-28,2017-08-06,9,690,2017,7,28,5,2017,8,6,7,1
2017-07-28,2017-08-19,22,690,2017,7,28,5,2017,8,19,6,3
2017-07-28,2017-09-03,37,690,2017,7,28,5,2017,9,3,7,4
2017-07-28,2017-09-12,46,690,2017,7,28,5,2017,9,12,2,5
2017-07-28,2017-09-17,51,690,2017,7,28,5,2017,9,17,7,6
2017-07-28,2017-09-19,53,690,2017,7,28,5,2017,9,19,2,6
2017-07-28,2017-09-24,58,690,2017,7,28,5,2017,9,24,7,6
2017-07-28,2017-08-11,14,1240,2017,7,28,5,2017,8,11,5,2
2017-07-28,2017-08-18,21,1240,2017,7,28,5,2017,8,18,5,3
2017-07-28,2017-09-15,49,1240,2017,7,28,5,2017,9,15,5,5
2017-07-28,2017-09-22,56,1240,2017,7,28,5,2017,9,22,5,6
2017-07-29,2017-09-13,46,870,2017,7,29,6,2017,9,13,3,5
2017-07-29,2017-09-14,47,870,2017,7,29,6,2017,9,14,4,5
2017-07-29,2017-09-20,53,870,2017,7,29,6,2017,9,20,3,6
2017-07-29,2017-09-21,54,870,2017,7,29,6,2017,9,21,4,6
2017-07-29,2017-08-16,18,900,2017,7,29,6,2017,8,16,3,2
2017-07-29,2017-08-09,11,930,2017,7,29,6,2017,8,9,3,2
2017-07-29,2017-09-16,49,520,2017,7,29,6,2017,9,16,6,5
2017-07-29,2017-09-18,51,520,2017,7,29,6,2017,9,18,1,6
2017-07-29,2017-09-23,56,520,2017,7,29,6,2017,9,23,6,6
2017-07-29,2017-09-25,58,520,2017,7,29,6,2017,9,25,1,6
2017-07-29,2017-09-26,59,760,2017,7,29,6,2017,9,26,2,6
2017-07-29,2017-09-17,50,640,2017,7,29,6,2017,9,17,7,5
2017-07-29,2017-09-19,52,640,2017,7,29,6,2017,9,19,2,6
2017-07-29,2017-09-24,57,640,2017,7,29,6,2017,9,24,7,6
2017-07-29,2017-08-26,28,660,2017,7,29,6,2017,8,26,6,3
2017-07-29,2017-08-27,29,660,2017,7,29,6,2017,8,27,7,3
2017-07-29,2017-09-15,48,1230,2017,7,29,6,2017,9,15,5,5
2017-07-29,2017-09-22,55,1230,2017,7,29,6,2017,9,22,5,6
2017-07-29,2017-09-27,60,1230,2017,7,29,6,2017,9,27,3,6
2017-07-30,2017-09-14,46,870,2017,7,30,7,2017,9,14,4,5
2017-07-30,2017-09-20,52,870,2017,7,30,7,2017,9,20,3,6
2017-07-30,2017-09-21,53,870,2017,7,30,7,2017,9,21,4,6
2017-07-30,2017-09-16,48,520,2017,7,30,7,2017,9,16,6,5
2017-07-30,2017-09-18,50,520,2017,7,30,7,2017,9,18,1,5
2017-07-30,2017-09-23,55,520,2017,7,30,7,2017,9,23,6,6
2017-07-30,2017-09-25,57,520,2017,7,30,7,2017,9,25,1,6
2017-07-30,2017-08-05,6,550,2017,7,30,7,2017,8,5,6,1
2017-07-30,2017-08-07,8,550,2017,7,30,7,2017,8,7,1,1
2017-07-30,2017-08-14,15,620,2017,7,30,7,2017,8,14,1,2
2017-07-30,2017-08-30,31,760,2017,7,30,7,2017,8,30,3,4
2017-07-30,2017-09-07,39,760,2017,7,30,7,2017,9,7,4,4
2017-07-30,2017-09-26,58,760,2017,7,30,7,2017,9,26,2,6
2017-07-30,2017-08-23,24,790,2017,7,30,7,2017,8,23,3,3
2017-07-30,2017-08-24,25,790,2017,7,30,7,2017,8,24,4,3
2017-07-30,2017-09-17,49,640,2017,7,30,7,2017,9,17,7,5
2017-07-30,2017-09-19,51,640,2017,7,30,7,2017,9,19,2,6
2017-07-30,2017-09-24,56,640,2017,7,30,7,2017,9,24,7,6
2017-07-30,2017-08-22,23,660,2017,7,30,7,2017,8,22,2,3
2017-07-30,2017-08-27,28,660,2017,7,30,7,2017,8,27,7,3
2017-07-30,2017-08-25,26,1230,2017,7,30,7,2017,8,25,5,3
2017-07-30,2017-09-01,33,1230,2017,7,30,7,2017,9,1,5,4
2017-07-30,2017-09-15,47,1230,2017,7,30,7,2017,9,15,5,5
2017-07-30,2017-09-22,54,1230,2017,7,30,7,2017,9,22,5,6
2017-07-30,2017-09-27,59,1230,2017,7,30,7,2017,9,27,3,6
2017-07-30,2017-09-28,60,1230,2017,7,30,7,2017,9,28,4,6
2017-07-31,2017-09-20,51,870,2017,7,31,1,2017,9,20,3,6
2017-07-31,2017-09-21,52,870,2017,7,31,1,2017,9,21,4,6
2017-07-31,2017-08-16,16,900,2017,7,31,1,2017,8,16,3,2
2017-07-31,2017-08-10,10,930,2017,7,31,1,2017,8,10,4,1
2017-07-31,2017-09-02,33,520,2017,7,31,1,2017,9,2,6,4
2017-07-31,2017-09-16,47,520,2017,7,31,1,2017,9,16,6,5
2017-07-31,2017-09-18,49,520,2017,7,31,1,2017,9,18,1,5
2017-07-31,2017-09-23,54,520,2017,7,31,1,2017,9,23,6,6
2017-07-31,2017-09-25,56,520,2017,7,31,1,2017,9,25,1,6
2017-07-31,2017-08-02,2,1060,2017,7,31,1,2017,8,2,3,1
2017-07-31,2017-08-31,31,760,2017,7,31,1,2017,8,31,4,4
2017-07-31,2017-09-26,57,760,2017,7,31,1,2017,9,26,2,6
2017-07-31,2017-09-17,48,640,2017,7,31,1,2017,9,17,7,5
2017-07-31,2017-09-19,50,640,2017,7,31,1,2017,9,19,2,5
2017-07-31,2017-09-24,55,640,2017,7,31,1,2017,9,24,7,6
2017-07-31,2017-09-15,46,1230,2017,7,31,1,2017,9,15,5,5
2017-07-31,2017-09-22,53,1230,2017,7,31,1,2017,9,22,5,6
2017-07-31,2017-09-27,58,1230,2017,7,31,1,2017,9,27,3,6
2017-07-31,2017-09-28,59,1230,2017,7,31,1,2017,9,28,4,6
2017-07-31,2017-09-29,60,1230,2017,7,31,1,2017,9,29,5,6
2017-08-01,2017-09-13,43,870,2017,8,1,2,2017,9,13,3,5
2017-08-01,2017-09-14,44,870,2017,8,1,2,2017,9,14,4,5
2017-08-01,2017-09-20,50,870,2017,8,1,2,2017,9,20,3,5
2017-08-01,2017-09-21,51,870,2017,8,1,2,2017,9,21,4,6
2017-08-01,2017-08-16,15,900,2017,8,1,2,2017,8,16,3,2
2017-08-01,2017-09-02,32,520,2017,8,1,2,2017,9,2,6,4
2017-08-01,2017-09-04,34,520,2017,8,1,2,2017,9,4,1,4
2017-08-01,2017-09-05,35,520,2017,8,1,2,2017,9,5,2,4
2017-08-01,2017-09-09,39,520,2017,8,1,2,2017,9,9,6,4
2017-08-01,2017-09-11,41,520,2017,8,1,2,2017,9,11,1,5
2017-08-01,2017-09-16,46,520,2017,8,1,2,2017,9,16,6,5
2017-08-01,2017-09-18,48,520,2017,8,1,2,2017,9,18,1,5
2017-08-01,2017-09-23,53,520,2017,8,1,2,2017,9,23,6,6
2017-08-01,2017-09-25,55,520,2017,8,1,2,2017,9,25,1,6
2017-08-01,2017-08-19,18,540,2017,8,1,2,2017,8,19,6,2
2017-08-01,2017-08-26,25,540,2017,8,1,2,2017,8,26,6,3
2017-08-01,2017-08-28,27,540,2017,8,1,2,2017,8,28,1,3
2017-08-01,2017-08-07,6,550,2017,8,1,2,2017,8,7,1,1
2017-08-01,2017-08-12,11,550,2017,8,1,2,2017,8,12,6,2
2017-08-01,2017-08-02,1,1060,2017,8,1,2,2017,8,2,3,1
2017-08-01,2017-08-03,2,1060,2017,8,1,2,2017,8,3,4,1
2017-08-01,2017-08-31,30,760,2017,8,1,2,2017,8,31,4,3
2017-08-01,2017-09-06,36,760,2017,8,1,2,2017,9,6,3,4
2017-08-01,2017-09-07,37,760,2017,8,1,2,2017,9,7,4,4
2017-08-01,2017-09-26,56,760,2017,8,1,2,2017,9,26,2,6
2017-08-01,2017-08-17,16,790,2017,8,1,2,2017,8,17,4,2
2017-08-01,2017-08-24,23,790,2017,8,1,2,2017,8,24,4,3
2017-08-01,2017-08-30,29,790,2017,8,1,2,2017,8,30,3,3
2017-08-01,2017-08-05,4,810,2017,8,1,2,2017,8,5,6,1
2017-08-01,2017-08-06,5,810,2017,8,1,2,2017,8,6,7,1
2017-08-01,2017-08-09,8,810,2017,8,1,2,2017,8,9,3,1
2017-08-01,2017-08-10,9,810,2017,8,1,2,2017,8,10,4,1
2017-08-01,2017-08-15,14,810,2017,8,1,2,2017,8,15,2,2
2017-08-01,2017-08-23,22,820,2017,8,1,2,2017,8,23,3,3
2017-08-01,2017-09-03,33,640,2017,8,1,2,2017,9,3,7,4
2017-08-01,2017-09-10,40,640,2017,8,1,2,2017,9,10,7,4
2017-08-01,2017-09-12,42,640,2017,8,1,2,2017,9,12,2,5
2017-08-01,2017-09-17,47,640,2017,8,1,2,2017,9,17,7,5
2017-08-01,2017-09-19,49,640,2017,8,1,2,2017,9,19,2,5
2017-08-01,2017-09-24,54,640,2017,8,1,2,2017,9,24,7,6
2017-08-01,2017-08-20,19,660,2017,8,1,2,2017,8,20,7,2
2017-08-01,2017-08-21,20,660,2017,8,1,2,2017,8,21,1,2
2017-08-01,2017-08-22,21,660,2017,8,1,2,2017,8,22,2,3
2017-08-01,2017-08-27,26,660,2017,8,1,2,2017,8,27,7,3
2017-08-01,2017-08-29,28,660,2017,8,1,2,2017,8,29,2,3
2017-08-01,2017-08-08,7,680,2017,8,1,2,2017,8,8,2,1
2017-08-01,2017-08-13,12,680,2017,8,1,2,2017,8,13,7,2
2017-08-01,2017-08-14,13,680,2017,8,1,2,2017,8,14,1,2
2017-08-01,2017-08-04,3,1230,2017,8,1,2,2017,8,4,5,1
2017-08-01,2017-08-11,10,1230,2017,8,1,2,2017,8,11,5,1
2017-08-01,2017-08-18,17,1230,2017,8,1,2,2017,8,18,5,2
2017-08-01,2017-08-25,24,1230,2017,8,1,2,2017,8,25,5,3
2017-08-01,2017-09-01,31,1230,2017,8,1,2,2017,9,1,5,4
2017-08-01,2017-09-08,38,1230,2017,8,1,2,2017,9,8,5,4
2017-08-01,2017-09-15,45,1230,2017,8,1,2,2017,9,15,5,5
2017-08-01,2017-09-22,52,1230,2017,8,1,2,2017,9,22,5,6
2017-08-01,2017-09-27,57,1230,2017,8,1,2,2017,9,27,3,6
2017-08-01,2017-09-28,58,1230,2017,8,1,2,2017,9,28,4,6
2017-08-01,2017-09-29,59,1230,2017,8,1,2,2017,9,29,5,6
2017-08-01,2017-09-30,60,1230,2017,8,1,2,2017,9,30,6,6
2017-08-03,2017-09-13,41,870,2017,8,3,4,2017,9,13,3,5
2017-08-03,2017-09-14,42,870,2017,8,3,4,2017,9,14,4,5
2017-08-03,2017-09-20,48,870,2017,8,3,4,2017,9,20,3,5
2017-08-03,2017-09-21,49,870,2017,8,3,4,2017,9,21,4,5
2017-08-03,2017-08-23,20,900,2017,8,3,4,2017,8,23,3,2
2017-08-03,2017-08-16,13,930,2017,8,3,4,2017,8,16,3,2
2017-08-03,2017-09-02,30,520,2017,8,3,4,2017,9,2,6,3
2017-08-03,2017-09-04,32,520,2017,8,3,4,2017,9,4,1,4
2017-08-03,2017-09-05,33,520,2017,8,3,4,2017,9,5,2,4
2017-08-03,2017-09-09,37,520,2017,8,3,4,2017,9,9,6,4
2017-08-03,2017-09-11,39,520,2017,8,3,4,2017,9,11,1,4
2017-08-03,2017-09-16,44,520,2017,8,3,4,2017,9,16,6,5
2017-08-03,2017-09-18,46,520,2017,8,3,4,2017,9,18,1,5
2017-08-03,2017-09-23,51,520,2017,8,3,4,2017,9,23,6,6
2017-08-03,2017-09-25,53,520,2017,8,3,4,2017,9,25,1,6
2017-08-03,2017-08-19,16,540,2017,8,3,4,2017,8,19,6,2
2017-08-03,2017-08-26,23,540,2017,8,3,4,2017,8,26,6,3
2017-08-03,2017-08-28,25,540,2017,8,3,4,2017,8,28,1,3
2017-08-03,2017-08-12,9,550,2017,8,3,4,2017,8,12,6,1
2017-08-03,2017-08-05,2,960,2017,8,3,4,2017,8,5,6,1
2017-08-03,2017-08-06,3,1060,2017,8,3,4,2017,8,6,7,1
2017-08-03,2017-08-07,4,1060,2017,8,3,4,2017,8,7,1,1
2017-08-03,2017-08-08,5,1060,2017,8,3,4,2017,8,8,2,1
2017-08-03,2017-09-06,34,760,2017,8,3,4,2017,9,6,3,4
2017-08-03,2017-09-07,35,760,2017,8,3,4,2017,9,7,4,4
2017-08-03,2017-09-26,54,760,2017,8,3,4,2017,9,26,2,6
2017-08-03,2017-08-24,21,790,2017,8,3,4,2017,8,24,4,3
2017-08-03,2017-08-30,27,790,2017,8,3,4,2017,8,30,3,3
2017-08-03,2017-08-31,28,790,2017,8,3,4,2017,8,31,4,3
2017-08-03,2017-08-09,6,810,2017,8,3,4,2017,8,9,3,1
2017-08-03,2017-08-10,7,810,2017,8,3,4,2017,8,10,4,1
2017-08-03,2017-08-15,12,810,2017,8,3,4,2017,8,15,2,2
2017-08-03,2017-08-17,14,810,2017,8,3,4,2017,8,17,4,2
2017-08-03,2017-09-03,31,640,2017,8,3,4,2017,9,3,7,4
2017-08-03,2017-09-10,38,640,2017,8,3,4,2017,9,10,7,4
2017-08-03,2017-09-12,40,640,2017,8,3,4,2017,9,12,2,4
2017-08-03,2017-09-17,45,640,2017,8,3,4,2017,9,17,7,5
2017-08-03,2017-09-19,47,640,2017,8,3,4,2017,9,19,2,5
2017-08-03,2017-09-24,52,640,2017,8,3,4,2017,9,24,7,6
2017-08-03,2017-08-20,17,660,2017,8,3,4,2017,8,20,7,2
2017-08-03,2017-08-21,18,660,2017,8,3,4,2017,8,21,1,2
2017-08-03,2017-08-22,19,660,2017,8,3,4,2017,8,22,2,2
2017-08-03,2017-08-27,24,660,2017,8,3,4,2017,8,27,7,3
2017-08-03,2017-08-29,26,660,2017,8,3,4,2017,8,29,2,3
2017-08-03,2017-08-13,10,680,2017,8,3,4,2017,8,13,7,1
2017-08-03,2017-08-14,11,680,2017,8,3,4,2017,8,14,1,2
2017-08-03,2017-08-04,1,1230,2017,8,3,4,2017,8,4,5,1
2017-08-03,2017-08-11,8,1230,2017,8,3,4,2017,8,11,5,1
2017-08-03,2017-08-18,15,1230,2017,8,3,4,2017,8,18,5,2
2017-08-03,2017-08-25,22,1230,2017,8,3,4,2017,8,25,5,3
2017-08-03,2017-09-01,29,1230,2017,8,3,4,2017,9,1,5,3
2017-08-03,2017-09-08,36,1230,2017,8,3,4,2017,9,8,5,4
2017-08-03,2017-09-15,43,1230,2017,8,3,4,2017,9,15,5,5
2017-08-03,2017-09-22,50,1230,2017,8,3,4,2017,9,22,5,5
2017-08-03,2017-09-27,55,1230,2017,8,3,4,2017,9,27,3,6
2017-08-03,2017-09-28,56,1230,2017,8,3,4,2017,9,28,4,6
2017-08-03,2017-09-29,57,1230,2017,8,3,4,2017,9,29,5,6
2017-08-03,2017-09-30,58,1230,2017,8,3,4,2017,9,30,6,6
2017-08-03,2017-10-01,59,1230,2017,8,3,4,2017,10,1,7,6
2017-08-03,2017-10-02,60,1230,2017,8,3,4,2017,10,2,1,6
2017-08-04,2017-09-13,40,870,2017,8,4,5,2017,9,13,3,4
2017-08-04,2017-09-14,41,870,2017,8,4,5,2017,9,14,4,5
2017-08-04,2017-09-20,47,870,2017,8,4,5,2017,9,20,3,5
2017-08-04,2017-09-21,48,870,2017,8,4,5,2017,9,21,4,5
2017-08-04,2017-09-04,31,520,2017,8,4,5,2017,9,4,1,4
2017-08-04,2017-09-05,32,520,2017,8,4,5,2017,9,5,2,4
2017-08-04,2017-09-09,36,520,2017,8,4,5,2017,9,9,6,4
2017-08-04,2017-09-11,38,520,2017,8,4,5,2017,9,11,1,4
