grab_date,flight_date,remain_day,flight_no,start_airport,arrival_airport,DC_CABIN,DC_PRICE
2017/1/10,2017/1/17,7,CA1883,PEK,SHA,\N,\N
2017/1/10,2017/1/19,9,CA1883,PEK,SHA,\N,\N
2017/1/10,2017/1/11,1,CA1883,PEK,SHA,\N,\N
2017/1/10,2017/1/16,6,CA1883,PEK,SHA,\N,\N
2017/1/10,2017/1/14,4,CA1883,PEK,SHA,\N,\N
2017/1/10,2017/1/23,13,CA1883,PEK,SHA,\N,\N
2017/1/10,2017/2/3,24,CA1883,PEK,SHA,\N,\N
2017/1/10,2017/1/12,2,CA1883,PEK,SHA,\N,\N
2017/1/10,2017/1/28,18,CA1883,PEK,SHA,\N,\N
2017/1/10,2017/2/1,22,CA1883,PEK,SHA,\N,\N
2017/1/10,2017/2/4,25,CA1883,PEK,SHA,\N,\N
2017/1/10,2017/1/26,16,CA1883,PEK,SHA,\N,\N
2017/1/10,2017/1/27,17,CA1883,PEK,SHA,\N,\N
2017/1/10,2017/1/25,15,CA1883,PEK,SHA,\N,\N
2017/1/10,2017/2/8,29,CA1883,PEK,SHA,\N,\N
2017/1/10,2017/1/21,11,CA1883,PEK,SHA,\N,\N
2017/1/10,2017/1/30,20,CA1883,PEK,SHA,\N,\N
2017/1/10,2017/2/9,30,CA1883,PEK,SHA,\N,\N
2017/1/11,2017/1/16,5,CA1883,PEK,SHA,\N,\N
2017/1/11,2017/1/12,1,CA1883,PEK,SHA,\N,\N
2017/1/11,2017/1/15,4,CA1883,PEK,SHA,\N,\N
2017/1/11,2017/1/19,8,CA1883,PEK,SHA,\N,\N
2017/1/11,2017/1/27,16,CA1883,PEK,SHA,\N,\N
2017/1/11,2017/1/29,18,CA1883,PEK,SHA,\N,\N
2017/1/11,2017/1/23,12,CA1883,PEK,SHA,\N,\N
2017/1/11,2017/1/18,7,CA1883,PEK,SHA,\N,\N
2017/1/11,2017/1/26,15,CA1883,PEK,SHA,\N,\N
2017/1/11,2017/1/30,19,CA1883,PEK,SHA,\N,\N
2017/1/11,2017/2/7,27,CA1883,PEK,SHA,\N,\N
2017/1/11,2017/2/1,21,CA1883,PEK,SHA,\N,\N
2017/1/11,2017/2/2,22,CA1883,PEK,SHA,\N,\N
2017/1/11,2017/2/10,30,CA1883,PEK,SHA,\N,\N
2017/1/11,2017/2/6,26,CA1883,PEK,SHA,\N,\N
2017/1/11,2017/2/4,24,CA1883,PEK,SHA,\N,\N
2017/1/11,2017/2/13,33,CA1883,PEK,SHA,\N,\N
2017/1/11,2017/2/18,38,CA1883,PEK,SHA,\N,\N
2017/1/11,2017/2/22,42,CA1883,PEK,SHA,\N,\N
2017/1/11,2017/2/23,43,CA1883,PEK,SHA,\N,\N
2017/1/11,2017/2/20,40,CA1883,PEK,SHA,\N,\N
2017/1/11,2017/2/25,45,CA1883,PEK,SHA,\N,\N
2017/1/11,2017/2/12,32,CA1883,PEK,SHA,\N,\N
2017/1/11,2017/2/11,31,CA1883,PEK,SHA,\N,\N
2017/1/11,2017/2/15,35,CA1883,PEK,SHA,\N,\N
2017/1/11,2017/2/24,44,CA1883,PEK,SHA,\N,\N
2017/1/11,2017/1/14,3,CA1883,PEK,SHA,\N,\N
2017/1/11,2017/1/17,6,CA1883,PEK,SHA,\N,\N
2017/1/11,2017/1/22,11,CA1883,PEK,SHA,\N,\N
2017/1/11,2017/1/25,14,CA1883,PEK,SHA,\N,\N
2017/1/11,2017/2/8,28,CA1883,PEK,SHA,\N,\N
2017/1/11,2017/2/9,29,CA1883,PEK,SHA,\N,\N
2017/1/11,2017/2/14,34,CA1883,PEK,SHA,\N,\N
2017/1/11,2017/2/5,25,CA1883,PEK,SHA,\N,\N
2017/1/11,2017/2/16,36,CA1883,PEK,SHA,\N,\N
2017/1/11,2017/2/19,39,CA1883,PEK,SHA,\N,\N
2017/1/11,2017/2/21,41,CA1883,PEK,SHA,\N,\N
2017/1/12,2017/1/19,7,CA1883,PEK,SHA,\N,\N
2017/1/12,2017/1/14,2,CA1883,PEK,SHA,\N,\N
2017/1/12,2017/1/22,10,CA1883,PEK,SHA,\N,\N
2017/1/12,2017/1/21,9,CA1883,PEK,SHA,\N,\N
2017/1/12,2017/1/25,13,CA1883,PEK,SHA,\N,\N
2017/1/12,2017/1/18,6,CA1883,PEK,SHA,\N,\N
2017/1/12,2017/2/4,23,CA1883,PEK,SHA,\N,\N
2017/1/12,2017/2/1,20,CA1883,PEK,SHA,\N,\N
2017/1/12,2017/1/27,15,CA1883,PEK,SHA,\N,\N
2017/1/12,2017/2/6,25,CA1883,PEK,SHA,\N,\N
2017/1/12,2017/1/31,19,CA1883,PEK,SHA,\N,\N
2017/1/12,2017/1/29,17,CA1883,PEK,SHA,\N,\N
2017/1/12,2017/2/3,22,CA1883,PEK,SHA,\N,\N
2017/1/12,2017/2/12,31,CA1883,PEK,SHA,\N,\N
2017/1/12,2017/2/9,28,CA1883,PEK,SHA,\N,\N
2017/1/12,2017/2/19,38,CA1883,PEK,SHA,\N,\N
2017/1/12,2017/2/20,39,CA1883,PEK,SHA,\N,\N
2017/1/12,2017/2/23,42,CA1883,PEK,SHA,\N,\N
2017/1/12,2017/2/24,43,CA1883,PEK,SHA,\N,\N
2017/1/12,2017/2/16,35,CA1883,PEK,SHA,\N,\N
2017/1/12,2017/2/15,34,CA1883,PEK,SHA,\N,\N
2017/1/12,2017/2/21,40,CA1883,PEK,SHA,\N,\N
2017/1/12,2017/2/22,41,CA1883,PEK,SHA,\N,\N
2017/1/12,2017/2/11,30,CA1883,PEK,SHA,\N,\N
2017/1/12,2017/2/25,44,CA1883,PEK,SHA,\N,\N
2017/1/12,2017/1/23,11,CA1883,PEK,SHA,\N,\N
2017/1/12,2017/2/10,29,CA1883,PEK,SHA,\N,\N
2017/1/12,2017/2/18,37,CA1883,PEK,SHA,\N,\N
2017/1/12,2017/1/16,4,CA1883,PEK,SHA,\N,\N
2017/1/12,2017/1/17,5,CA1883,PEK,SHA,\N,\N
2017/1/12,2017/1/26,14,CA1883,PEK,SHA,\N,\N
2017/1/12,2017/1/28,16,CA1883,PEK,SHA,\N,\N
2017/1/12,2017/1/30,18,CA1883,PEK,SHA,\N,\N
2017/1/12,2017/2/5,24,CA1883,PEK,SHA,\N,\N
2017/1/12,2017/2/7,26,CA1883,PEK,SHA,\N,\N
2017/1/12,2017/2/8,27,CA1883,PEK,SHA,\N,\N
2017/1/12,2017/2/26,45,CA1883,PEK,SHA,\N,\N
2017/1/12,2017/2/13,32,CA1883,PEK,SHA,\N,\N
2017/1/12,2017/2/14,33,CA1883,PEK,SHA,\N,\N
2017/1/13,2017/1/17,4,CA1883,PEK,SHA,\N,\N
2017/1/13,2017/1/14,1,CA1883,PEK,SHA,\N,\N
2017/1/13,2017/1/15,2,CA1883,PEK,SHA,\N,\N
2017/1/13,2017/1/19,6,CA1883,PEK,SHA,\N,\N
2017/1/13,2017/1/24,11,CA1883,PEK,SHA,\N,\N
2017/1/13,2017/1/23,10,CA1883,PEK,SHA,\N,\N
2017/1/13,2017/1/25,12,CA1883,PEK,SHA,\N,\N
2017/1/13,2017/1/30,17,CA1883,PEK,SHA,\N,\N
2017/1/13,2017/1/22,9,CA1883,PEK,SHA,\N,\N
2017/1/13,2017/1/26,13,CA1883,PEK,SHA,\N,\N
2017/1/13,2017/2/1,19,CA1883,PEK,SHA,\N,\N
2017/1/13,2017/2/7,25,CA1883,PEK,SHA,\N,\N
2017/1/13,2017/2/9,27,CA1883,PEK,SHA,\N,\N
2017/1/13,2017/2/11,29,CA1883,PEK,SHA,\N,\N
2017/1/13,2017/2/5,23,CA1883,PEK,SHA,\N,\N
2017/1/13,2017/2/4,22,CA1883,PEK,SHA,\N,\N
2017/1/13,2017/2/8,26,CA1883,PEK,SHA,\N,\N
2017/1/13,2017/2/19,37,CA1883,PEK,SHA,\N,\N
2017/1/13,2017/2/17,35,CA1883,PEK,SHA,\N,\N
2017/1/13,2017/2/16,34,CA1883,PEK,SHA,\N,\N
2017/1/13,2017/2/21,39,CA1883,PEK,SHA,\N,\N
2017/1/13,2017/2/22,40,CA1883,PEK,SHA,\N,\N
2017/1/13,2017/2/20,38,CA1883,PEK,SHA,\N,\N
2017/1/13,2017/2/23,41,CA1883,PEK,SHA,\N,\N
2017/1/13,2017/2/24,42,CA1883,PEK,SHA,\N,\N
2017/1/13,2017/2/13,31,CA1883,PEK,SHA,\N,\N
2017/1/13,2017/2/27,45,CA1883,PEK,SHA,\N,\N
2017/1/13,2017/2/26,44,CA1883,PEK,SHA,\N,\N
2017/1/13,2017/2/25,43,CA1883,PEK,SHA,\N,\N
2017/1/13,2017/1/28,15,CA1883,PEK,SHA,\N,\N
2017/1/13,2017/1/31,18,CA1883,PEK,SHA,\N,\N
2017/1/13,2017/1/16,3,CA1883,PEK,SHA,\N,\N
2017/1/13,2017/1/18,5,CA1883,PEK,SHA,\N,\N
2017/1/13,2017/1/29,16,CA1883,PEK,SHA,\N,\N
2017/1/13,2017/2/2,20,CA1883,PEK,SHA,\N,\N
2017/1/13,2017/2/6,24,CA1883,PEK,SHA,\N,\N
2017/1/13,2017/2/10,28,CA1883,PEK,SHA,\N,\N
2017/1/13,2017/2/12,30,CA1883,PEK,SHA,\N,\N
2017/1/13,2017/2/14,32,CA1883,PEK,SHA,\N,\N
2017/1/13,2017/2/15,33,CA1883,PEK,SHA,\N,\N
2017/1/13,2017/2/18,36,CA1883,PEK,SHA,\N,\N
2017/1/14,2017/1/17,3,CA1883,PEK,SHA,\N,\N
2017/1/14,2017/1/16,2,CA1883,PEK,SHA,\N,\N
2017/1/14,2017/1/15,1,CA1883,PEK,SHA,\N,\N
2017/1/14,2017/1/26,12,CA1883,PEK,SHA,\N,\N
2017/1/14,2017/1/24,10,CA1883,PEK,SHA,\N,\N
2017/1/14,2017/1/19,5,CA1883,PEK,SHA,\N,\N
2017/1/14,2017/1/29,15,CA1883,PEK,SHA,\N,\N
2017/1/14,2017/1/21,7,CA1883,PEK,SHA,\N,\N
2017/1/14,2017/2/1,18,CA1883,PEK,SHA,\N,\N
2017/1/14,2017/2/4,21,CA1883,PEK,SHA,\N,\N
2017/1/14,2017/2/5,22,CA1883,PEK,SHA,\N,\N
2017/1/14,2017/1/27,13,CA1883,PEK,SHA,\N,\N
2017/1/14,2017/1/31,17,CA1883,PEK,SHA,\N,\N
2017/1/14,2017/1/28,14,CA1883,PEK,SHA,\N,\N
2017/1/14,2017/2/2,19,CA1883,PEK,SHA,\N,\N
2017/1/14,2017/1/25,11,CA1883,PEK,SHA,\N,\N
2017/1/14,2017/2/6,23,CA1883,PEK,SHA,\N,\N
2017/1/14,2017/2/11,28,CA1883,PEK,SHA,\N,\N
2017/1/14,2017/1/22,8,CA1883,PEK,SHA,\N,\N
2017/1/14,2017/2/10,27,CA1883,PEK,SHA,\N,\N
2017/1/14,2017/2/16,33,CA1883,PEK,SHA,\N,\N
2017/1/14,2017/2/20,37,CA1883,PEK,SHA,\N,\N
2017/1/14,2017/2/23,40,CA1883,PEK,SHA,\N,\N
2017/1/14,2017/2/17,34,CA1883,PEK,SHA,\N,\N
2017/1/14,2017/2/9,26,CA1883,PEK,SHA,\N,\N
2017/1/14,2017/2/24,41,CA1883,PEK,SHA,\N,\N
2017/1/14,2017/2/15,32,CA1883,PEK,SHA,\N,\N
2017/1/14,2017/2/19,36,CA1883,PEK,SHA,\N,\N
2017/1/14,2017/2/27,44,CA1883,PEK,SHA,\N,\N
2017/1/14,2017/2/26,43,CA1883,PEK,SHA,\N,\N
2017/1/14,2017/2/18,35,CA1883,PEK,SHA,\N,\N
2017/1/14,2017/2/14,31,CA1883,PEK,SHA,\N,\N
2017/1/14,2017/2/25,42,CA1883,PEK,SHA,\N,\N
2017/1/14,2017/2/13,30,CA1883,PEK,SHA,\N,\N
2017/1/14,2017/2/21,38,CA1883,PEK,SHA,\N,\N
2017/1/14,2017/2/3,20,CA1883,PEK,SHA,\N,\N
2017/1/14,2017/2/8,25,CA1883,PEK,SHA,\N,\N
2017/1/14,2017/2/22,39,CA1883,PEK,SHA,\N,\N
2017/1/15,2017/1/17,2,CA1883,PEK,SHA,\N,\N
2017/1/15,2017/1/22,7,CA1883,PEK,SHA,\N,\N
2017/1/15,2017/1/29,14,CA1883,PEK,SHA,\N,\N
2017/1/15,2017/1/24,9,CA1883,PEK,SHA,\N,\N
2017/1/15,2017/1/16,1,CA1883,PEK,SHA,\N,\N
2017/1/15,2017/1/26,11,CA1883,PEK,SHA,\N,\N
2017/1/15,2017/1/25,10,CA1883,PEK,SHA,\N,\N
2017/1/15,2017/1/30,15,CA1883,PEK,SHA,\N,\N
2017/1/15,2017/2/2,18,CA1883,PEK,SHA,\N,\N
2017/1/15,2017/2/1,17,CA1883,PEK,SHA,\N,\N
2017/1/15,2017/2/4,20,CA1883,PEK,SHA,\N,\N
2017/1/15,2017/2/10,26,CA1883,PEK,SHA,\N,\N
2017/1/15,2017/2/7,23,CA1883,PEK,SHA,\N,\N
2017/1/15,2017/2/5,21,CA1883,PEK,SHA,\N,\N
2017/1/15,2017/2/19,35,CA1883,PEK,SHA,\N,\N
2017/1/15,2017/2/9,25,CA1883,PEK,SHA,\N,\N
2017/1/15,2017/2/20,36,CA1883,PEK,SHA,\N,\N
2017/1/15,2017/2/12,28,CA1883,PEK,SHA,\N,\N
2017/1/15,2017/2/11,27,CA1883,PEK,SHA,\N,\N
2017/1/15,2017/2/16,32,CA1883,PEK,SHA,\N,\N
2017/1/15,2017/2/18,34,CA1883,PEK,SHA,\N,\N
2017/1/15,2017/2/14,30,CA1883,PEK,SHA,\N,\N
2017/1/15,2017/2/13,29,CA1883,PEK,SHA,\N,\N
2017/1/15,2017/2/25,41,CA1883,PEK,SHA,\N,\N
2017/1/15,2017/2/23,39,CA1883,PEK,SHA,\N,\N
2017/1/15,2017/2/22,38,CA1883,PEK,SHA,\N,\N
2017/1/15,2017/2/24,40,CA1883,PEK,SHA,\N,\N
2017/1/15,2017/2/27,43,CA1883,PEK,SHA,\N,\N
2017/1/15,2017/2/26,42,CA1883,PEK,SHA,\N,\N
2017/1/15,2017/3/1,45,CA1883,PEK,SHA,\N,\N
2017/1/15,2017/1/23,8,CA1883,PEK,SHA,\N,\N
2017/1/15,2017/1/28,13,CA1883,PEK,SHA,\N,\N
2017/1/15,2017/1/31,16,CA1883,PEK,SHA,\N,\N
2017/1/15,2017/2/6,22,CA1883,PEK,SHA,\N,\N
2017/1/16,2017/1/19,3,CA1883,PEK,SHA,\N,\N
2017/1/16,2017/1/27,11,CA1883,PEK,SHA,\N,\N
2017/1/16,2017/1/26,10,CA1883,PEK,SHA,\N,\N
2017/1/16,2017/1/17,1,CA1883,PEK,SHA,\N,\N
2017/1/16,2017/1/23,7,CA1883,PEK,SHA,\N,\N
2017/1/16,2017/2/6,21,CA1883,PEK,SHA,\N,\N
2017/1/16,2017/1/22,6,CA1883,PEK,SHA,\N,\N
2017/1/16,2017/1/28,12,CA1883,PEK,SHA,\N,\N
2017/1/16,2017/2/10,25,CA1883,PEK,SHA,\N,\N
2017/1/16,2017/2/3,18,CA1883,PEK,SHA,\N,\N
2017/1/16,2017/2/1,16,CA1883,PEK,SHA,\N,\N
2017/1/16,2017/2/8,23,CA1883,PEK,SHA,\N,\N
2017/1/16,2017/2/11,26,CA1883,PEK,SHA,\N,\N
2017/1/16,2017/2/13,28,CA1883,PEK,SHA,\N,\N
2017/1/16,2017/2/20,35,CA1883,PEK,SHA,\N,\N
2017/1/16,2017/2/21,36,CA1883,PEK,SHA,\N,\N
2017/1/16,2017/2/17,32,CA1883,PEK,SHA,\N,\N
2017/1/16,2017/2/25,40,CA1883,PEK,SHA,\N,\N
2017/1/16,2017/2/26,41,CA1883,PEK,SHA,\N,\N
2017/1/16,2017/2/23,38,CA1883,PEK,SHA,\N,\N
2017/1/16,2017/2/22,37,CA1883,PEK,SHA,\N,\N
2017/1/16,2017/1/25,9,CA1883,PEK,SHA,\N,\N
2017/1/16,2017/2/5,20,CA1883,PEK,SHA,\N,\N
2017/1/16,2017/2/2,17,CA1883,PEK,SHA,\N,\N
2017/1/16,2017/1/24,8,CA1883,PEK,SHA,\N,\N
2017/1/16,2017/2/16,31,CA1883,PEK,SHA,\N,\N
2017/1/16,2017/3/1,44,CA1883,PEK,SHA,\N,\N
2017/1/16,2017/2/27,42,CA1883,PEK,SHA,\N,\N
2017/1/17,2017/2/14,28,CA1883,PEK,SHA,\N,\N
2017/1/17,2017/1/19,2,CA1883,PEK,SHA,\N,\N
2017/1/17,2017/1/28,11,CA1883,PEK,SHA,\N,\N
2017/1/17,2017/1/27,10,CA1883,PEK,SHA,\N,\N
2017/1/17,2017/1/30,13,CA1883,PEK,SHA,\N,\N
2017/1/17,2017/2/3,17,CA1883,PEK,SHA,\N,\N
2017/1/17,2017/1/22,5,CA1883,PEK,SHA,\N,\N
2017/1/17,2017/1/29,12,CA1883,PEK,SHA,\N,\N
2017/1/17,2017/1/25,8,CA1883,PEK,SHA,\N,\N
2017/1/17,2017/1/23,6,CA1883,PEK,SHA,\N,\N
2017/1/17,2017/1/31,14,CA1883,PEK,SHA,\N,\N
2017/1/17,2017/2/6,20,CA1883,PEK,SHA,\N,\N
2017/1/17,2017/2/8,22,CA1883,PEK,SHA,\N,\N
2017/1/17,2017/2/7,21,CA1883,PEK,SHA,\N,\N
2017/1/17,2017/2/17,31,CA1883,PEK,SHA,\N,\N
2017/1/17,2017/2/2,16,CA1883,PEK,SHA,\N,\N
2017/1/17,2017/2/22,36,CA1883,PEK,SHA,\N,\N
2017/1/17,2017/2/21,35,CA1883,PEK,SHA,\N,\N
2017/1/17,2017/2/10,24,CA1883,PEK,SHA,\N,\N
2017/1/17,2017/2/12,26,CA1883,PEK,SHA,\N,\N
2017/1/17,2017/2/18,32,CA1883,PEK,SHA,\N,\N
2017/1/17,2017/2/23,37,CA1883,PEK,SHA,\N,\N
2017/1/17,2017/3/2,44,CA1883,PEK,SHA,\N,\N
2017/1/17,2017/2/20,34,CA1883,PEK,SHA,\N,\N
2017/1/17,2017/3/1,43,CA1883,PEK,SHA,\N,\N
2017/1/17,2017/2/27,41,CA1883,PEK,SHA,\N,\N
2017/1/17,2017/2/9,23,CA1883,PEK,SHA,\N,\N
2017/1/17,2017/2/19,33,CA1883,PEK,SHA,\N,\N
2017/1/17,2017/3/3,45,CA1883,PEK,SHA,\N,\N
2017/1/18,2017/1/25,7,CA1883,PEK,SHA,\N,\N
2017/1/18,2017/2/3,16,CA1883,PEK,SHA,\N,\N
2017/1/18,2017/1/30,12,CA1883,PEK,SHA,\N,\N
2017/1/18,2017/2/6,19,CA1883,PEK,SHA,\N,\N
2017/1/18,2017/2/9,22,CA1883,PEK,SHA,\N,\N
2017/1/18,2017/2/12,25,CA1883,PEK,SHA,\N,\N
2017/1/18,2017/2/14,27,CA1883,PEK,SHA,\N,\N
2017/1/18,2017/2/15,28,CA1883,PEK,SHA,\N,\N
2017/1/18,2017/2/8,21,CA1883,PEK,SHA,\N,\N
2017/1/18,2017/2/16,29,CA1883,PEK,SHA,\N,\N
2017/1/18,2017/2/5,18,CA1883,PEK,SHA,\N,\N
2017/1/18,2017/2/19,32,CA1883,PEK,SHA,\N,\N
2017/1/18,2017/2/7,20,CA1883,PEK,SHA,\N,\N
2017/1/18,2017/2/21,34,CA1883,PEK,SHA,\N,\N
2017/1/18,2017/2/24,37,CA1883,PEK,SHA,\N,\N
2017/1/18,2017/2/25,38,CA1883,PEK,SHA,\N,\N
2017/1/18,2017/2/27,40,CA1883,PEK,SHA,\N,\N
2017/1/18,2017/3/3,44,CA1883,PEK,SHA,\N,\N
2017/1/18,2017/3/4,45,CA1883,PEK,SHA,\N,\N
2017/1/18,2017/1/28,10,CA1883,PEK,SHA,\N,\N
2017/1/18,2017/2/17,30,CA1883,PEK,SHA,\N,\N
2017/1/18,2017/2/26,39,CA1883,PEK,SHA,\N,\N
2017/1/18,2017/2/28,41,CA1883,PEK,SHA,\N,\N
2017/1/19,2017/1/23,4,CA1883,PEK,SHA,\N,\N
2017/1/19,2017/1/26,7,CA1883,PEK,SHA,\N,\N
2017/1/19,2017/1/21,2,CA1883,PEK,SHA,\N,\N
2017/1/19,2017/1/25,6,CA1883,PEK,SHA,\N,\N
2017/1/19,2017/2/1,13,CA1883,PEK,SHA,\N,\N
2017/1/19,2017/1/30,11,CA1883,PEK,SHA,\N,\N
2017/1/19,2017/2/2,14,CA1883,PEK,SHA,\N,\N
2017/1/19,2017/2/8,20,CA1883,PEK,SHA,\N,\N
2017/1/19,2017/2/3,15,CA1883,PEK,SHA,\N,\N
2017/1/19,2017/1/27,8,CA1883,PEK,SHA,\N,\N
2017/1/19,2017/2/14,26,CA1883,PEK,SHA,\N,\N
2017/1/19,2017/2/15,27,CA1883,PEK,SHA,\N,\N
2017/1/19,2017/1/28,9,CA1883,PEK,SHA,\N,\N
2017/1/19,2017/2/18,30,CA1883,PEK,SHA,\N,\N
2017/1/19,2017/2/23,35,CA1883,PEK,SHA,\N,\N
2017/1/19,2017/2/25,37,CA1883,PEK,SHA,\N,\N
2017/1/19,2017/3/4,44,CA1883,PEK,SHA,\N,\N
2017/1/19,2017/2/16,28,CA1883,PEK,SHA,\N,\N
2017/1/19,2017/2/21,33,CA1883,PEK,SHA,\N,\N
2017/1/19,2017/2/28,40,CA1883,PEK,SHA,\N,\N
2017/1/19,2017/3/5,45,CA1883,PEK,SHA,\N,\N
2017/1/19,2017/3/1,41,CA1883,PEK,SHA,\N,\N
2017/1/19,2017/2/24,36,CA1883,PEK,SHA,\N,\N
2017/1/19,2017/2/27,39,CA1883,PEK,SHA,\N,\N
2017/1/19,2017/2/19,31,CA1883,PEK,SHA,\N,\N
2017/1/20,2017/2/4,15,CA1883,PEK,SHA,\N,\N
2017/1/20,2017/2/5,16,CA1883,PEK,SHA,\N,\N
2017/1/20,2017/2/9,20,CA1883,PEK,SHA,\N,\N
2017/1/20,2017/1/23,3,CA1883,PEK,SHA,\N,\N
2017/1/20,2017/2/15,26,CA1883,PEK,SHA,\N,\N
2017/1/20,2017/2/14,25,CA1883,PEK,SHA,\N,\N
2017/1/20,2017/2/8,19,CA1883,PEK,SHA,\N,\N
2017/1/20,2017/2/6,17,CA1883,PEK,SHA,\N,\N
2017/1/20,2017/2/19,30,CA1883,PEK,SHA,\N,\N
2017/1/20,2017/2/18,29,CA1883,PEK,SHA,\N,\N
2017/1/20,2017/2/24,35,CA1883,PEK,SHA,\N,\N
2017/1/20,2017/2/10,21,CA1883,PEK,SHA,\N,\N
2017/1/20,2017/1/29,9,CA1883,PEK,SHA,\N,\N
2017/1/20,2017/1/24,4,CA1883,PEK,SHA,\N,\N
2017/1/20,2017/2/17,28,CA1883,PEK,SHA,\N,\N
2017/1/20,2017/2/22,33,CA1883,PEK,SHA,\N,\N
2017/1/20,2017/2/13,24,CA1883,PEK,SHA,\N,\N
2017/1/20,2017/3/2,41,CA1883,PEK,SHA,\N,\N
2017/1/20,2017/3/5,44,CA1883,PEK,SHA,\N,\N
2017/1/20,2017/2/25,36,CA1883,PEK,SHA,\N,\N
2017/1/20,2017/3/4,43,CA1883,PEK,SHA,\N,\N
2017/1/20,2017/3/6,45,CA1883,PEK,SHA,\N,\N
2017/1/20,2017/2/20,31,CA1883,PEK,SHA,\N,\N
2017/1/20,2017/1/31,11,CA1883,PEK,SHA,\N,\N
2017/1/20,2017/2/28,39,CA1883,PEK,SHA,\N,\N
2017/1/21,2017/1/22,1,CA1883,PEK,SHA,\N,\N
2017/1/21,2017/1/24,3,CA1883,PEK,SHA,\N,\N
2017/1/21,2017/1/29,8,CA1883,PEK,SHA,\N,\N
2017/1/21,2017/1/30,9,CA1883,PEK,SHA,\N,\N
2017/1/21,2017/1/23,2,CA1883,PEK,SHA,\N,\N
2017/1/21,2017/1/31,10,CA1883,PEK,SHA,\N,\N
2017/1/21,2017/1/25,4,CA1883,PEK,SHA,\N,\N
2017/1/21,2017/1/27,6,CA1883,PEK,SHA,\N,\N
2017/1/21,2017/2/7,17,CA1883,PEK,SHA,\N,\N
2017/1/21,2017/2/12,22,CA1883,PEK,SHA,\N,\N
2017/1/21,2017/2/2,12,CA1883,PEK,SHA,\N,\N
2017/1/21,2017/2/5,15,CA1883,PEK,SHA,\N,\N
2017/1/21,2017/2/4,14,CA1883,PEK,SHA,\N,\N
2017/1/21,2017/2/10,20,CA1883,PEK,SHA,\N,\N
2017/1/21,2017/2/3,13,CA1883,PEK,SHA,\N,\N
2017/1/21,2017/2/27,37,CA1883,PEK,SHA,\N,\N
2017/1/21,2017/2/15,25,CA1883,PEK,SHA,\N,\N
2017/1/21,2017/2/17,27,CA1883,PEK,SHA,\N,\N
2017/1/21,2017/2/21,31,CA1883,PEK,SHA,\N,\N
2017/1/21,2017/2/25,35,CA1883,PEK,SHA,\N,\N
2017/1/21,2017/2/18,28,CA1883,PEK,SHA,\N,\N
2017/1/21,2017/2/22,32,CA1883,PEK,SHA,\N,\N
2017/1/21,2017/3/1,39,CA1883,PEK,SHA,\N,\N
2017/1/21,2017/3/4,42,CA1883,PEK,SHA,\N,\N
2017/1/21,2017/3/3,41,CA1883,PEK,SHA,\N,\N
2017/1/21,2017/3/2,40,CA1883,PEK,SHA,\N,\N
2017/1/21,2017/3/5,43,CA1883,PEK,SHA,\N,\N
2017/1/22,2017/1/24,2,CA1883,PEK,SHA,\N,\N
2017/1/22,2017/1/23,1,CA1883,PEK,SHA,\N,\N
2017/1/22,2017/1/30,8,CA1883,PEK,SHA,\N,\N
2017/1/22,2017/1/28,6,CA1883,PEK,SHA,\N,\N
2017/1/22,2017/1/26,4,CA1883,PEK,SHA,\N,\N
2017/1/22,2017/2/7,16,CA1883,PEK,SHA,\N,\N
2017/1/22,2017/1/31,9,CA1883,PEK,SHA,\N,\N
2017/1/22,2017/2/1,10,CA1883,PEK,SHA,\N,\N
2017/1/22,2017/2/10,19,CA1883,PEK,SHA,\N,\N
2017/1/22,2017/2/12,21,CA1883,PEK,SHA,\N,\N
2017/1/22,2017/2/16,25,CA1883,PEK,SHA,\N,\N
2017/1/22,2017/2/15,24,CA1883,PEK,SHA,\N,\N
2017/1/22,2017/2/17,26,CA1883,PEK,SHA,\N,\N
2017/1/22,2017/2/9,18,CA1883,PEK,SHA,\N,\N
2017/1/22,2017/2/23,32,CA1883,PEK,SHA,\N,\N
2017/1/22,2017/2/20,29,CA1883,PEK,SHA,\N,\N
2017/1/22,2017/2/8,17,CA1883,PEK,SHA,\N,\N
2017/1/22,2017/2/5,14,CA1883,PEK,SHA,\N,\N
2017/1/22,2017/2/6,15,CA1883,PEK,SHA,\N,\N
2017/1/22,2017/2/24,33,CA1883,PEK,SHA,\N,\N
2017/1/22,2017/2/22,31,CA1883,PEK,SHA,\N,\N
2017/1/22,2017/2/18,27,CA1883,PEK,SHA,\N,\N
2017/1/22,2017/3/1,38,CA1883,PEK,SHA,\N,\N
2017/1/22,2017/3/6,43,CA1883,PEK,SHA,\N,\N
2017/1/22,2017/3/8,45,CA1883,PEK,SHA,\N,\N
2017/1/22,2017/2/27,36,CA1883,PEK,SHA,\N,\N
2017/1/22,2017/3/5,42,CA1883,PEK,SHA,\N,\N
2017/1/23,2017/2/2,10,CA1883,PEK,SHA,\N,\N
2017/1/23,2017/2/4,12,CA1883,PEK,SHA,\N,\N
2017/1/23,2017/2/12,20,CA1883,PEK,SHA,\N,\N
2017/1/23,2017/2/11,19,CA1883,PEK,SHA,\N,\N
2017/1/23,2017/2/5,13,CA1883,PEK,SHA,\N,\N
2017/1/23,2017/2/20,28,CA1883,PEK,SHA,\N,\N
2017/1/23,2017/2/21,29,CA1883,PEK,SHA,\N,\N
