ticket_date,flight_date,remain_day,valid_price,ticket_year,ticket_month,ticket_day,ticket_weekday,flight_year,flight_month,flight_day,flight_weekday,remain_day_interval,lowest_price,ave_price,ave_valid_price,ave_price_monday,ave_price_lastmon
2018/2/10,2018/2/11,1,670,2018,2,10,6,2018,2,11,7,1,670,748.59375,787.8378378378378,693.5637938681073,716.9911446354133
2018/2/9,2018/2/11,2,670,2018,2,9,5,2018,2,11,7,1,670,749.8412698412699,736.3157894736842,684.7531603276383,715.559670903705
2018/2/9,2018/2/11,2,790,2018,2,9,5,2018,2,11,7,1,670,751.1290322580645,736.3157894736842,684.7531603276383,715.559670903705
2018/2/8,2018/2/11,3,670,2018,2,8,4,2018,2,11,7,1,670,750.4918032786885,715.0,685.208585147251,709.9696062193133
2018/2/8,2018/2/11,3,790,2018,2,8,4,2018,2,11,7,1,670,751.8333333333334,715.0,685.208585147251,709.9696062193133
2018/2/7,2018/2/11,4,1240,2018,2,7,3,2018,2,11,7,1,670,751.1864406779661,741.5151515151515,691.5869190824217,708.4769199466858
2018/2/6,2018/2/11,5,1240,2018,2,6,2,2018,2,11,7,1,670,742.7586206896551,745.0,690.2313080429523,719.3296907335476
2018/2/5,2018/2/11,6,790,2018,2,5,1,2018,2,11,7,1,670,734.0350877192982,722.4137931034483,685.3551067116458,715.9740701287647
2018/2/4,2018/2/11,7,790,2018,2,4,7,2018,2,11,7,1,670,733.0357142857143,760.7407407407408,701.5256150953617,743.8546837374452
2018/2/3,2018/2/11,8,790,2018,2,3,6,2018,2,11,7,1,670,732.0,683.3333333333334,694.7420034861177,713.3308888131767
2018/2/2,2018/2/11,9,790,2018,2,2,5,2018,2,11,7,1,670,730.925925925926,648.8888888888889,694.7255097651998,726.2596935640464
2018/2/1,2018/2/11,10,790,2018,2,1,4,2018,2,11,7,1,670,729.811320754717,669.2857142857143,686.9631772515089,694.8099181903084
2018/1/31,2018/2/11,11,790,2018,1,31,3,2018,2,11,7,2,670,728.6538461538462,675.7142857142857,698.1573450793351,702.4235599405597
2018/1/30,2018/2/11,12,790,2018,1,30,2,2018,2,11,7,2,670,727.4509803921569,677.1428571428571,691.0821920444924,712.8476830659126
2018/1/29,2018/2/11,13,670,2018,1,29,1,2018,2,11,7,2,670,726.2,725.0,686.4338376453924,734.6885127517081
2018/1/28,2018/2/11,14,670,2018,1,28,7,2018,2,11,7,2,670,727.3469387755102,718.1481481481482,689.0997992571696,724.4116601166588
2018/1/27,2018/2/11,15,670,2018,1,27,6,2018,2,11,7,2,670,728.5416666666666,698.5714285714286,688.2819291668412,707.9627579218436
2018/1/26,2018/2/11,16,690,2018,1,26,5,2018,2,11,7,2,670,729.7872340425532,719.6153846153846,692.9771597081909,711.4719578330327
2018/1/25,2018/2/11,17,690,2018,1,25,4,2018,2,11,7,2,670,730.6521739130435,720.3703703703703,685.6931570288854,700.4963059764876
2018/1/24,2018/2/11,18,690,2018,1,24,3,2018,2,11,7,2,670,731.5555555555555,734.8,691.8149513837955,707.2395819860084
2018/1/23,2018/2/11,19,560,2018,1,23,2,2018,2,11,7,2,560,732.5,726.4,690.8112480060173,723.2202116118887
2018/1/22,2018/2/11,20,560,2018,1,22,1,2018,2,11,7,2,560,736.5116279069767,717.4074074074074,677.5388907901414,726.7412365255244
2018/1/21,2018/2/11,21,560,2018,1,21,7,2018,2,11,7,3,560,740.7142857142857,705.7142857142857,667.7928320827031,750.1279725715009
2018/1/20,2018/2/11,22,560,2018,1,20,6,2018,2,11,7,3,560,745.1219512195122,721.5384615384615,682.9360562711767,712.3799603909146
2018/1/19,2018/2/11,23,560,2018,1,19,5,2018,2,11,7,3,560,749.75,704.074074074074,680.7486439546823,711.6841318196365
2018/1/18,2018/2/11,24,560,2018,1,18,4,2018,2,11,7,3,560,754.6153846153846,708.5185185185185,669.0306460742123,702.4128982831504
2018/1/17,2018/2/11,25,560,2018,1,17,3,2018,2,11,7,3,560,759.7368421052631,706.7857142857143,672.5101663362942,709.8451010255797
2018/1/16,2018/2/11,26,560,2018,1,16,2,2018,2,11,7,3,560,765.1351351351351,714.4,684.0096480112271,728.1933285478176
2018/1/15,2018/2/11,27,690,2018,1,15,1,2018,2,11,7,3,560,770.8333333333334,709.6,683.1469825106977,743.9996588402158
2018/1/14,2018/2/11,28,690,2018,1,14,7,2018,2,11,7,3,560,773.1428571428571,704.6153846153846,684.6192723452787,737.2069523440197
2018/1/13,2018/2/11,29,690,2018,1,13,6,2018,2,11,7,3,560,775.5882352941177,708.5185185185185,667.5978094054075,696.142138709274
2018/1/12,2018/2/11,30,690,2018,1,12,5,2018,2,11,7,3,560,778.1818181818181,722.8,680.3250531678947,717.1200834928303
2018/1/11,2018/2/11,31,690,2018,1,11,4,2018,2,11,7,4,560,780.9375,720.4,678.960982404692,727.3607775911814
2018/1/10,2018/2/11,32,690,2018,1,10,3,2018,2,11,7,4,560,783.8709677419355,688.0,677.5790204604443,733.2842432950191
2018/1/9,2018/2/11,33,690,2018,1,9,2,2018,2,11,7,4,560,787.0,678.0,677.1908432650033,746.527375821018
2018/1/8,2018/2/11,34,690,2018,1,8,1,2018,2,11,7,4,560,790.3448275862069,680.4,677.1068833683515,747.4034591087392
2018/1/7,2018/2/11,35,690,2018,1,7,7,2018,2,11,7,4,560,793.9285714285714,689.6296296296297,689.675036164819,756.1832611832612
2018/1/6,2018/2/11,36,690,2018,1,6,6,2018,2,11,7,4,560,797.7777777777778,685.1724137931035,690.0683562265016,741.4523148148149
2018/1/5,2018/2/11,37,690,2018,1,5,5,2018,2,11,7,4,560,801.9230769230769,696.4285714285714,699.8867121634977,746.0658653846154
2018/1/4,2018/2/11,38,560,2018,1,4,4,2018,2,11,7,4,560,806.4,698.5714285714286,699.9730543610979,743.3101675724638
2018/1/3,2018/2/11,39,560,2018,1,3,3,2018,2,11,7,4,560,816.6666666666666,693.9285714285714,699.9838797072491,745.04549571805
2018/1/2,2018/2/11,40,560,2018,1,2,2,2018,2,11,7,4,560,827.8260869565217,689.6428571428571,700.212095332204,751.9054601312666
2018/1/1,2018/2/11,41,560,2018,1,1,1,2018,2,11,7,5,560,840.0,689.3103448275862,690.4687120725353,753.084485407066
2017/12/31,2018/2/11,42,560,2017,12,31,7,2018,2,11,7,5,560,853.3333333333334,689.3333333333334,691.0096832991569,754.2691001697793
2017/12/30,2018/2/11,43,560,2017,12,30,6,2018,2,11,7,5,560,868.0,696.2068965517242,696.0682021144819,748.9702119883038
2017/12/29,2018/2/11,44,690,2017,12,29,5,2018,2,11,7,5,560,884.2105263157895,703.2142857142857,700.7084684751092,756.4452877925364
2017/12/28,2018/2/11,45,690,2017,12,28,4,2018,2,11,7,5,560,895.0,710.0,700.4995408251021,757.8937381404174
2017/12/27,2018/2/11,46,690,2017,12,27,3,2018,2,11,7,5,560,907.0588235294117,690.0,695.3331079558259,759.3629032258066
2017/12/26,2018/2/11,47,690,2017,12,26,2,2018,2,11,7,5,560,920.625,672.6666666666666,686.468487394958,760.4193548387095
2017/12/25,2018/2/11,48,560,2017,12,25,1,2018,2,11,7,5,560,936.0,672.0689655172414,691.7989610963749,762.1339950372208
2017/12/24,2018/2/11,49,560,2017,12,24,7,2018,2,11,7,5,560,962.8571428571429,663.1034482758621,692.9987368952886,763.9454094292804
2017/12/23,2018/2/11,50,560,2017,12,23,6,2018,2,11,7,5,560,993.8461538461538,658.0,707.9420301920303,765.9090909090909
2017/12/22,2018/2/11,51,560,2017,12,22,5,2018,2,11,7,6,560,1030.0,647.0967741935484,702.6364012331755,769.6931818181818
2017/12/22,2018/2/11,51,630,2017,12,22,5,2018,2,11,7,6,560,1072.7272727272727,647.0967741935484,702.6364012331755,769.6931818181818
2017/12/21,2018/2/11,52,560,2017,12,21,4,2018,2,11,7,6,560,1117.0,672.5806451612904,715.367220593027,769.3548387096774
2017/12/20,2018/2/11,53,1240,2017,12,20,3,2018,2,11,7,6,560,1178.888888888889,705.8620689655172,736.4894636015326,772.5
2017/12/20,2018/2/11,53,690,2017,12,20,3,2018,2,11,7,6,560,1171.25,705.8620689655172,736.4894636015326,772.5
2017/12/19,2018/2/11,54,1240,2017,12,19,2,2018,2,11,7,6,560,1240.0,699.3103448275862,719.9014778325123,776.5437788018432
2017/12/18,2018/2/11,55,1240,2017,12,18,1,2018,2,11,7,6,560,1240.0,716.3333333333334,717.5555555555554,781.9354838709679
2017/12/17,2018/2/11,56,1240,2017,12,17,7,2018,2,11,7,6,560,1240.0,719.3103448275862,719.9655172413793,789.483870967742
2017/12/16,2018/2/11,57,1240,2017,12,16,6,2018,2,11,7,6,560,1240.0,725.8620689655172,719.3793103448276,795.3225806451613
2017/12/15,2018/2/11,58,1240,2017,12,15,5,2018,2,11,7,6,560,1240.0,723.448275862069,716.264367816092,800.5376344086021
2017/12/14,2018/2/11,59,1240,2017,12,14,4,2018,2,11,7,6,560,1240.0,723.448275862069,717.0689655172414,804.1935483870968
2017/12/13,2018/2/11,60,1240,2017,12,13,3,2018,2,11,7,6,560,1240.0,717.5,717.5,815.1612903225806
2018/8/31,2018/9/19,19,1030,2018,8,31,5,2018,9,19,3,2,1030,1030.0,901.5384615384615,888.6575056687734,910.9725209850079
2018/8/30,2018/9/19,20,1030,2018,8,30,4,2018,9,19,3,2,1030,1030.0,899.7435897435897,894.7696164576298,890.7367908340165
2018/8/29,2018/9/19,21,1030,2018,8,29,3,2018,9,19,3,3,1030,1030.0,910.0,907.1322237549464,920.7945417313654
2018/8/28,2018/9/19,22,1030,2018,8,28,2,2018,9,19,3,3,1030,1030.0,887.0731707317074,885.4226597915086,904.8960773572453
2018/8/27,2018/9/19,23,1030,2018,8,27,1,2018,9,19,3,3,1030,1030.0,888.1395348837209,888.0771538507306,902.243708155473
2018/8/26,2018/9/19,24,1030,2018,8,26,7,2018,9,19,3,3,1030,1030.0,867.5555555555555,871.1339628022082,926.9467040620293
2018/8/25,2018/9/19,25,1030,2018,8,25,6,2018,9,19,3,3,1030,1030.0,872.9545454545455,876.1159991206042,907.7902825660177
2018/8/24,2018/9/19,26,1030,2018,8,24,5,2018,9,19,3,3,1030,1030.0,896.304347826087,897.3201213868986,942.7101136758147
2018/8/23,2018/9/19,27,1030,2018,8,23,4,2018,9,19,3,3,1030,1030.0,892.3404255319149,894.9339275889203,924.4553929954192
2018/8/22,2018/9/19,28,1030,2018,8,22,3,2018,9,19,3,3,1030,1030.0,901.875,904.3823377620532,919.5714036920934
2018/8/21,2018/9/19,29,1030,2018,8,21,2,2018,9,19,3,3,1030,1030.0,901.8367346938776,901.7446711180236,941.8911728971343
2018/8/20,2018/9/19,30,1030,2018,8,20,1,2018,9,19,3,3,1030,1030.0,900.6122448979592,906.1605960584637,940.8574963293931
2018/8/19,2018/9/19,31,1030,2018,8,19,7,2018,9,19,3,4,1030,1030.0,898.1632653061224,904.0058069026746,926.6052918072622
2018/8/18,2018/9/19,32,1030,2018,8,18,6,2018,9,19,3,4,1030,1030.0,897.9166666666666,899.7550153347466,933.3787790753307
2018/8/17,2018/9/19,33,1030,2018,8,17,5,2018,9,19,3,4,1030,1030.0,920.6122448979592,923.9065180961234,937.3292886126219
2018/8/16,2018/9/19,34,1030,2018,8,16,4,2018,9,19,3,4,1030,1030.0,917.3333333333334,919.6216765588626,969.2962173293696
2018/8/15,2018/9/19,35,1030,2018,8,15,3,2018,9,19,3,4,1030,1030.0,907.3913043478261,908.3766213657517,960.0745212945071
2018/8/14,2018/9/19,36,1030,2018,8,14,2,2018,9,19,3,4,1030,1030.0,907.8260869565217,908.7421867344602,935.4481631675307
2018/8/13,2018/9/19,37,1030,2018,8,13,1,2018,9,19,3,4,1030,1030.0,885.5555555555555,886.5696776968398,949.2053600837569
2018/8/12,2018/9/19,38,1030,2018,8,12,7,2018,9,19,3,4,1030,1030.0,924.2222222222222,925.1953844661858,949.9271164970951
2018/8/11,2018/9/19,39,1030,2018,8,11,6,2018,9,19,3,4,1030,1030.0,896.4444444444445,897.5149980936192,956.3730001597517
2018/8/10,2018/9/19,40,1030,2018,8,10,5,2018,9,19,3,4,1030,1030.0,932.6666666666666,933.6008609486681,937.5435328517372
2018/8/9,2018/9/19,41,1030,2018,8,9,4,2018,9,19,3,5,1030,1030.0,928.4090909090909,932.9537783084259,957.8147426544726
2018/8/8,2018/9/19,42,1030,2018,8,8,3,2018,9,19,3,5,1030,1030.0,936.0975609756098,939.2628646419233,969.8697440087146
2018/8/7,2018/9/19,43,1030,2018,8,7,2,2018,9,19,3,5,1030,1030.0,909.2857142857143,914.1875610557888,958.7128851540617
2018/8/6,2018/9/19,44,1030,2018,8,6,1,2018,9,19,3,5,1030,1030.0,896.5853658536586,904.1210743863184,967.8699633699637
2018/8/5,2018/9/19,45,1030,2018,8,5,7,2018,9,19,3,5,1030,1030.0,923.170731707317,930.6317209810754,952.6657169990505
2018/8/4,2018/9/19,46,1030,2018,8,4,6,2018,9,19,3,5,1030,1030.0,893.8181818181819,899.8810785174421,931.1932115503542
2018/8/3,2018/9/19,47,1030,2018,8,3,5,2018,9,19,3,5,1030,1030.0,920.1851851851852,923.3929362818252,931.6427322677322
2018/8/2,2018/9/19,48,1030,2018,8,2,4,2018,9,19,3,5,1030,1030.0,924.8076923076923,922.4563145188145,965.5995136550692
2018/8/1,2018/9/19,49,1030,2018,8,1,3,2018,9,19,3,5,1030,1030.0,921.7647058823529,922.6478510596156,968.0734126984127
2018/7/31,2018/9/19,50,1030,2018,7,31,2,2018,9,19,3,5,1030,1030.0,925.3061224489796,925.4223356009069,954.5928287981859
2018/7/30,2018/9/19,51,1030,2018,7,30,1,2018,9,19,3,6,1030,1030.0,910.204081632653,910.4183673469389,959.8178854875283
2018/7/29,2018/9/19,52,1030,2018,7,29,7,2018,9,19,3,6,1030,1030.0,931.7021276595744,931.8439716312056,925.3788265306123
2018/7/28,2018/9/19,53,1030,2018,7,28,6,2018,9,19,3,6,1030,1030.0,930.2173913043479,930.7238612836438,918.2568027210884
2018/7/27,2018/9/19,54,1030,2018,7,27,5,2018,9,19,3,6,1030,1030.0,951.3333333333334,951.5396825396826,918.3928571428571
2018/7/26,2018/9/19,55,1030,2018,7,26,4,2018,9,19,3,6,1030,1030.0,961.5909090909091,960.7121212121212,951.6666666666666
2018/7/25,2018/9/19,56,1030,2018,7,25,3,2018,9,19,3,6,1030,1030.0,950.2325581395348,950.953488372093,956.2321428571429
2018/7/24,2018/9/19,57,1030,2018,7,24,2,2018,9,19,3,6,1030,1030.0,945.0,944.8214285714286,941.574074074074
2018/7/23,2018/9/19,58,1030,2018,7,23,1,2018,9,19,3,6,1030,1030.0,939.047619047619,939.3650793650793,945.8333333333333
2018/7/22,2018/9/19,59,1030,2018,7,22,7,2018,9,19,3,6,1030,1030.0,945.8536585365854,946.3414634146342,922.530864197531
2018/7/21,2018/9/19,60,1030,2018,7,21,6,2018,9,19,3,6,1030,1030.0,954.8780487804878,954.8780487804878,905.3571428571429
2018/2/15,2018/2/16,1,450,2018,2,15,4,2018,2,16,5,1,450,418.2352941176471,787.8378378378378,693.5637938681073,716.9911446354133
2018/2/14,2018/2/16,2,530,2018,2,14,3,2018,2,16,5,1,450,417.76119402985074,736.3157894736842,684.7531603276383,715.559670903705
2018/2/14,2018/2/16,2,450,2018,2,14,3,2018,2,16,5,1,450,416.06060606060606,736.3157894736842,684.7531603276383,715.559670903705
2018/2/13,2018/2/16,3,530,2018,2,13,2,2018,2,16,5,1,450,415.53846153846155,715.0,685.208585147251,709.9696062193133
2018/2/13,2018/2/16,3,530,2018,2,13,2,2018,2,16,5,1,450,413.75,715.0,685.208585147251,709.9696062193133
2018/2/12,2018/2/16,4,350,2018,2,12,1,2018,2,16,5,1,350,411.9047619047619,741.5151515151515,691.5869190824217,708.4769199466858
2018/2/11,2018/2/16,5,350,2018,2,11,7,2018,2,16,5,1,350,412.9032258064516,745.0,690.2313080429523,719.3296907335476
2018/2/10,2018/2/16,6,350,2018,2,10,6,2018,2,16,5,1,350,413.9344262295082,722.4137931034483,685.3551067116458,715.9740701287647
2018/2/9,2018/2/16,7,340,2018,2,9,5,2018,2,16,5,1,340,415.0,760.7407407407408,701.5256150953617,743.8546837374452
2018/2/8,2018/2/16,8,340,2018,2,8,4,2018,2,16,5,1,340,416.271186440678,683.3333333333334,694.7420034861177,713.3308888131767
2018/2/7,2018/2/16,9,340,2018,2,7,3,2018,2,16,5,1,340,417.58620689655174,648.8888888888889,694.7255097651998,726.2596935640464
2018/2/6,2018/2/16,10,340,2018,2,6,2,2018,2,16,5,1,340,418.94736842105266,669.2857142857143,686.9631772515089,694.8099181903084
2018/2/5,2018/2/16,11,370,2018,2,5,1,2018,2,16,5,2,340,420.35714285714283,675.7142857142857,698.1573450793351,702.4235599405597
2018/2/4,2018/2/16,12,370,2018,2,4,7,2018,2,16,5,2,340,421.27272727272725,677.1428571428571,691.0821920444924,712.8476830659126
2018/2/3,2018/2/16,13,370,2018,2,3,6,2018,2,16,5,2,340,422.22222222222223,725.0,686.4338376453924,734.6885127517081
2018/2/2,2018/2/16,14,370,2018,2,2,5,2018,2,16,5,2,340,423.20754716981133,718.1481481481482,689.0997992571696,724.4116601166588
2018/2/1,2018/2/16,15,310,2018,2,1,4,2018,2,16,5,2,310,424.2307692307692,698.5714285714286,688.2819291668412,707.9627579218436
2018/2/1,2018/2/16,15,530,2018,2,1,4,2018,2,16,5,2,310,426.47058823529414,698.5714285714286,688.2819291668412,707.9627579218436
2018/1/31,2018/2/16,16,530,2018,1,31,3,2018,2,16,5,2,310,424.4,719.6153846153846,692.9771597081909,711.4719578330327
2018/1/30,2018/2/16,17,310,2018,1,30,2,2018,2,16,5,2,310,422.2448979591837,720.3703703703703,685.6931570288854,700.4963059764876
2018/1/29,2018/2/16,18,530,2018,1,29,1,2018,2,16,5,2,310,424.5833333333333,734.8,691.8149513837955,707.2395819860084
2018/1/28,2018/2/16,19,530,2018,1,28,7,2018,2,16,5,2,310,422.3404255319149,726.4,690.8112480060173,723.2202116118887
2018/1/27,2018/2/16,20,310,2018,1,27,6,2018,2,16,5,2,310,420.0,717.4074074074074,677.5388907901414,726.7412365255244
2018/1/26,2018/2/16,21,560,2018,1,26,5,2018,2,16,5,3,310,422.44444444444446,705.7142857142857,667.7928320827031,750.1279725715009
2018/1/26,2018/2/16,21,310,2018,1,26,5,2018,2,16,5,3,310,419.3181818181818,705.7142857142857,667.7928320827031,750.1279725715009
2018/1/25,2018/2/16,22,310,2018,1,25,4,2018,2,16,5,3,310,421.86046511627904,721.5384615384615,682.9360562711767,712.3799603909146
2018/1/24,2018/2/16,23,310,2018,1,24,3,2018,2,16,5,3,310,424.5238095238095,704.074074074074,680.7486439546823,711.6841318196365
2018/1/23,2018/2/16,24,560,2018,1,23,2,2018,2,16,5,3,310,427.3170731707317,708.5185185185185,669.0306460742123,702.4128982831504
2018/1/22,2018/2/16,25,560,2018,1,22,1,2018,2,16,5,3,310,424.0,706.7857142857143,672.5101663362942,709.8451010255797
2018/1/21,2018/2/16,26,560,2018,1,21,7,2018,2,16,5,3,310,420.5128205128205,714.4,684.0096480112271,728.1933285478176
2018/1/20,2018/2/16,27,310,2018,1,20,6,2018,2,16,5,3,310,416.8421052631579,709.6,683.1469825106977,743.9996588402158
2018/1/19,2018/2/16,28,310,2018,1,19,5,2018,2,16,5,3,310,419.72972972972974,704.6153846153846,684.6192723452787,737.2069523440197
2018/1/18,2018/2/16,29,560,2018,1,18,4,2018,2,16,5,3,310,422.77777777777777,708.5185185185185,667.5978094054075,696.142138709274
2018/1/17,2018/2/16,30,560,2018,1,17,3,2018,2,16,5,3,310,418.85714285714283,722.8,680.3250531678947,717.1200834928303
2018/1/16,2018/2/16,31,310,2018,1,16,2,2018,2,16,5,4,310,414.70588235294116,720.4,678.960982404692,727.3607775911814
2018/1/15,2018/2/16,32,370,2018,1,15,1,2018,2,16,5,4,310,417.8787878787879,688.0,677.5790204604443,733.2842432950191
2018/1/14,2018/2/16,33,370,2018,1,14,7,2018,2,16,5,4,310,419.375,678.0,677.1908432650033,746.527375821018
2018/1/13,2018/2/16,34,370,2018,1,13,6,2018,2,16,5,4,310,420.96774193548384,680.4,677.1068833683515,747.4034591087392
2018/1/12,2018/2/16,35,370,2018,1,12,5,2018,2,16,5,4,310,422.6666666666667,689.6296296296297,689.675036164819,756.1832611832612
2018/1/11,2018/2/16,36,560,2018,1,11,4,2018,2,16,5,4,310,424.48275862068965,685.1724137931035,690.0683562265016,741.4523148148149
2018/1/11,2018/2/16,36,370,2018,1,11,4,2018,2,16,5,4,310,419.64285714285717,685.1724137931035,690.0683562265016,741.4523148148149
2018/1/10,2018/2/16,37,370,2018,1,10,3,2018,2,16,5,4,310,421.48148148148147,696.4285714285714,699.8867121634977,746.0658653846154
2018/1/9,2018/2/16,38,370,2018,1,9,2,2018,2,16,5,4,310,423.46153846153845,698.5714285714286,699.9730543610979,743.3101675724638
2018/1/8,2018/2/16,39,370,2018,1,8,1,2018,2,16,5,4,310,425.6,693.9285714285714,699.9838797072491,745.04549571805
2018/1/7,2018/2/16,40,370,2018,1,7,7,2018,2,16,5,4,310,427.9166666666667,689.6428571428571,700.212095332204,751.9054601312666
2018/1/6,2018/2/16,41,370,2018,1,6,6,2018,2,16,5,5,310,430.4347826086956,689.3103448275862,690.4687120725353,753.084485407066
2018/1/5,2018/2/16,42,560,2018,1,5,5,2018,2,16,5,5,310,433.1818181818182,689.3333333333334,691.0096832991569,754.2691001697793
2018/1/5,2018/2/16,42,370,2018,1,5,5,2018,2,16,5,5,310,427.14285714285717,689.3333333333334,691.0096832991569,754.2691001697793
2018/1/4,2018/2/16,43,370,2018,1,4,4,2018,2,16,5,5,310,430.0,696.2068965517242,696.0682021144819,748.9702119883038
2018/1/3,2018/2/16,44,370,2018,1,3,3,2018,2,16,5,5,310,433.1578947368421,703.2142857142857,700.7084684751092,756.4452877925364
2018/1/2,2018/2/16,45,560,2018,1,2,2,2018,2,16,5,5,310,436.6666666666667,710.0,700.4995408251021,757.8937381404174
2018/1/1,2018/2/16,46,370,2018,1,1,1,2018,2,16,5,5,310,429.4117647058824,690.0,695.3331079558259,759.3629032258066
2017/12/31,2018/2/16,47,370,2017,12,31,7,2018,2,16,5,5,310,433.125,672.6666666666666,686.468487394958,760.4193548387095
2017/12/30,2018/2/16,48,370,2017,12,30,6,2018,2,16,5,5,310,437.3333333333333,672.0689655172414,691.7989610963749,762.1339950372208
2017/12/29,2018/2/16,49,560,2017,12,29,5,2018,2,16,5,5,310,442.14285714285717,663.1034482758621,692.9987368952886,763.9454094292804
2017/12/29,2018/2/16,49,370,2017,12,29,5,2018,2,16,5,5,310,433.0769230769231,663.1034482758621,692.9987368952886,763.9454094292804
2017/12/28,2018/2/16,50,370,2017,12,28,4,2018,2,16,5,5,310,438.3333333333333,658.0,707.9420301920303,765.9090909090909
2017/12/27,2018/2/16,51,370,2017,12,27,3,2018,2,16,5,6,310,444.54545454545456,647.0967741935484,702.6364012331755,769.6931818181818
2017/12/26,2018/2/16,52,370,2017,12,26,2,2018,2,16,5,6,310,452.0,672.5806451612904,715.367220593027,769.3548387096774
2017/12/25,2018/2/16,53,370,2017,12,25,1,2018,2,16,5,6,310,461.1111111111111,705.8620689655172,736.4894636015326,772.5
2017/12/24,2018/2/16,54,370,2017,12,24,7,2018,2,16,5,6,310,472.5,699.3103448275862,719.9014778325123,776.5437788018432
2017/12/23,2018/2/16,55,370,2017,12,23,6,2018,2,16,5,6,310,487.14285714285717,716.3333333333334,717.5555555555554,781.9354838709679
2017/12/22,2018/2/16,56,630,2017,12,22,5,2018,2,16,5,6,310,506.6666666666667,719.3103448275862,719.9655172413793,789.483870967742
2017/12/22,2018/2/16,56,430,2017,12,22,5,2018,2,16,5,6,310,482.0,719.3103448275862,719.9655172413793,789.483870967742
2017/12/21,2018/2/16,57,430,2017,12,21,4,2018,2,16,5,6,310,495.0,725.8620689655172,719.3793103448276,795.3225806451613
2017/12/20,2018/2/16,58,430,2017,12,20,3,2018,2,16,5,6,310,516.6666666666666,723.448275862069,716.264367816092,800.5376344086021
2017/12/19,2018/2/16,59,560,2017,12,19,2,2018,2,16,5,6,310,560.0,723.448275862069,717.0689655172414,804.1935483870968
2017/12/18,2018/2/16,60,560,2017,12,18,1,2018,2,16,5,6,310,560.0,717.5,717.5,815.1612903225806
2017/12/10,2017/12/11,1,550,2017,12,10,7,2017,12,11,1,1,550,509.84375,857.3809523809524,662.1800128936671,729.5266715159544
2017/12/9,2017/12/11,2,560,2017,12,9,6,2017,12,11,1,1,550,509.2063492063492,826.3157894736842,680.9644480970594,725.650563097381
2017/12/9,2017/12/11,2,550,2017,12,9,6,2017,12,11,1,1,550,508.38709677419354,826.3157894736842,680.9644480970594,725.650563097381
2017/12/8,2017/12/11,3,550,2017,12,8,5,2017,12,11,1,1,550,507.7049180327869,845.7894736842105,663.9545717247826,721.787588219653
2017/12/7,2017/12/11,4,1060,2017,12,7,4,2017,12,11,1,1,550,507.0,826.6666666666666,678.7773948666194,718.0234559322145
2017/12/7,2017/12/11,4,550,2017,12,7,4,2017,12,11,1,1,550,497.6271186440678,826.6666666666666,678.7773948666194,718.0234559322145
2017/12/6,2017/12/11,5,550,2017,12,6,3,2017,12,11,1,1,550,496.7241379310345,734.25,669.1540204530959,714.5167568887301
2017/12/5,2017/12/11,6,550,2017,12,5,2,2017,12,11,1,1,550,495.7894736842105,718.2978723404256,664.0583600643745,712.728792543471
2017/12/5,2017/12/11,6,530,2017,12,5,2,2017,12,11,1,1,530,494.82142857142856,718.2978723404256,664.0583600643745,712.728792543471
2017/12/4,2017/12/11,7,530,2017,12,4,1,2017,12,11,1,1,530,494.1818181818182,737.7142857142857,710.1186921680561,710.7895099972691
2017/12/3,2017/12/11,8,530,2017,12,3,7,2017,12,11,1,1,530,493.51851851851853,696.2857142857143,670.085573767883,710.2554966514017
2017/12/2,2017/12/11,9,530,2017,12,2,6,2017,12,11,1,1,530,492.8301886792453,691.3888888888889,663.3644460351746,709.525729447285
2017/12/1,2017/12/11,10,560,2017,12,1,5,2017,12,11,1,1,530,492.11538461538464,708.0,673.4794136106011,708.4277999343891
2017/12/1,2017/12/11,10,530,2017,12,1,5,2017,12,11,1,1,530,490.7843137254902,708.0,673.4794136106011,708.4277999343891
2017/11/30,2017/12/11,11,530,2017,11,30,4,2017,12,11,1,2,530,490.0,703.1428571428571,669.0556185163955,707.410250324146
2017/11/29,2017/12/11,12,530,2017,11,29,3,2017,12,11,1,2,530,489.18367346938777,709.1666666666666,668.3226451570793,687.1692834900454
2017/11/28,2017/12/11,13,530,2017,11,28,2,2017,12,11,1,2,530,488.3333333333333,739.4117647058823,694.6022700256573,693.7347181858823
2017/11/27,2017/12/11,14,530,2017,11,27,1,2017,12,11,1,2,530,487.4468085106383,694.8837209302326,662.4681022384212,696.199262139167
2017/11/26,2017/12/11,15,500,2017,11,26,7,2017,12,11,1,2,500,486.5217391304348,686.3636363636364,668.9868433146814,699.2298701209426
2017/11/25,2017/12/11,16,500,2017,11,25,6,2017,12,11,1,2,500,486.22222222222223,690.3030303030303,668.7492672640684,703.3053252950866
2017/11/24,2017/12/11,17,500,2017,11,24,5,2017,12,11,1,2,500,485.90909090909093,680.5882352941177,662.7999801299712,702.8685985302565
2017/11/23,2017/12/11,18,500,2017,11,23,4,2017,12,11,1,2,500,485.5813953488372,688.7878787878788,671.0657896487937,702.4258702909598
2017/11/22,2017/12/11,19,500,2017,11,22,3,2017,12,11,1,2,500,485.23809523809524,696.6666666666666,677.4480321182224,677.660018802128
2017/11/21,2017/12/11,20,500,2017,11,21,2,2017,12,11,1,2,500,484.8780487804878,709.3939393939394,692.647415436566,686.7643297382564
